id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado,motivo_rechazo
11502,,1205,44,3,2,1.92668,386.32,73578.56,fecha_formato_invalido
11503,2025-04-21,751,19,7,7,1639.34,-,,monto_asegurado_error
11504,,1340,77,4,1,84163.0,"64,01",30287.74,fecha_formato_invalido
11505,,205,65,5,11,1361.73,,214980.1,fecha_formato_invalido
11506,,2011,44,11,7,953.62,64.48,46621.11,fecha_formato_invalido
11507,,618,32,3,6,, 73.34 ,16802.24,fecha_formato_invalido
11508,,1325,17,4,7,1436.54,"126,66",203615.17,fecha_formato_invalido
11509,,2037,49,11,2,1.24176,"115,91",151.71881,fecha_formato_invalido
11510,,2874,42,8,7,,140.63,,"monto_asegurado_error,fecha_formato_invalido"
11511,,1730,3,4,5,1649.66,160.85,303990.53,fecha_formato_invalido
11512,,1420,21,12,12,745.8,73.75,91232.41,fecha_formato_invalido
11513,,1859,61,2,4,603.61,124.82,98.33763,fecha_formato_invalido
11514,,783,70,6,12,,413.51,,"monto_asegurado_error,fecha_formato_invalido"
11515,2025-10-21,1790,13,6,10,1805.75,"183,70",,monto_asegurado_error
11516,,980,12,13,5,167.75,"31,41",6648.76,fecha_formato_invalido
11517,,536,15,5,7,1824.01, 282.17 ,278038.57,fecha_formato_invalido
11518,,215,65,1,7,, 60.78 ,72447.47,fecha_formato_invalido
11519,,711,17,2,6,,-,146840.18,fecha_formato_invalido
11520,,1618,54,3,10,1.46338, 287.31 ,35860.75,fecha_formato_invalido
11523,,2717,63,10,9,1608.99,203.74,297015.27,fecha_formato_invalido
11526,,381,54,7,3,, 273.39 ,56488.32,fecha_formato_invalido
11527,,2404,41,8,11,1561.14,182.22,,"monto_asegurado_error,fecha_formato_invalido"
11528,,1114,54,1,10,1260.43,130.81,66.74468,fecha_formato_invalido
11530,,2597,69,4,9,1692.36,123.57,115658.85,fecha_formato_invalido
11531,,2248,5,3,1,1770.99,"283,00",156204.87,fecha_formato_invalido
11532,,751,112,15,2,1.12435,76.96,,"monto_asegurado_error,fecha_formato_invalido"
11534,,991,32,8,11,89769.0,185.37,94.46569,fecha_formato_invalido
11535,,2333,54,8,7,124.57,17.20,,"monto_asegurado_error,fecha_formato_invalido"
11538,,788,80,5,12,,136.36,152733.9,fecha_formato_invalido
11539,,2101,11,12,12,724.47,60.30,92189.49,fecha_formato_invalido
11540,,1526,21,2,10,,,177156.44,fecha_formato_invalido
11541,,488,72,12,5,1.40347,169.40,275278.03,fecha_formato_invalido
11542,,1472,38,13,5,1891.39,"463,38",218.89527,fecha_formato_invalido
11543,,1395,31,12,11,975.09, 138.18 ,,"monto_asegurado_error,fecha_formato_invalido"
11544,,2623,54,14,10,,"193,08",,"monto_asegurado_error,fecha_formato_invalido"
11545,,2481,18,8,6,, 121.27 ,197669.14,fecha_formato_invalido
11546,,576,19,6,11,73091.0, 79.72 ,,"monto_asegurado_error,fecha_formato_invalido"
11547,2025-12-21,570,65,14,5,,199.17,,monto_asegurado_error
11548,,2477,98,11,11,517.34,106.00,90304.46,fecha_formato_invalido
11549,,1448,60,9,2,530.76,"31,64",,"monto_asegurado_error,fecha_formato_invalido"
11550,,736,69,8,4,,100.78,107811.82,fecha_formato_invalido
11551,,2902,22,1,8,86440.0,,89665.99,fecha_formato_invalido
11552,,1339,25,11,4,444.43,25.48,86992.28,fecha_formato_invalido
11553,,2853,45,7,3,1123.68,,52200.76,fecha_formato_invalido
11554,,409,50,8,7,1584.38,133.36,291845.17,fecha_formato_invalido
11556,,2523,3,8,8,1549.74, 278.94 ,140922.14,fecha_formato_invalido
11557,,2378,11,14,5,1.39084, 334.99 ,228.42692,fecha_formato_invalido
11560,,587,59,10,5,945.13, 1524.85 ,148494.21,fecha_formato_invalido
11561,,1343,65,5,6,1.21492,217.29,223201.58,fecha_formato_invalido
11562,,1348,47,8,8,779.05,"120,14",151575.0,fecha_formato_invalido
11564,,2205,19,14,8,,,75804.68,fecha_formato_invalido
11565,,1949,26,14,1,1241.52, 210.93 ,,"monto_asegurado_error,fecha_formato_invalido"
11566,,87,69,1,11,-1766.52,137.12,230841.69,fecha_formato_invalido
11567,,1274,78,11,10,995.1,77.16,162147.32,fecha_formato_invalido
11568,,2228,18,4,4,1823.49,"113,23",271058.15,fecha_formato_invalido
11569,,2702,16,4,2,1.05987,,186475.49,fecha_formato_invalido
11570,,704,18,9,11,1.86235,123.74,240.73338,fecha_formato_invalido
11571,,1996,57,5,1,1636.98,"346,20",186698.01,fecha_formato_invalido
11572,,1640,15,8,4,,,222.77931,fecha_formato_invalido
11573,,285,66,3,10,1410.65,221.03,133268.2,fecha_formato_invalido
11574,,1165,40,9,6,, 334.11 ,,"monto_asegurado_error,fecha_formato_invalido"
11575,,104,67,14,5,1898.01,170.89,297201.78,fecha_formato_invalido
11576,,1429,36,9,10,1382.44,340.69,175956.83,fecha_formato_invalido
11577,,1397,3,13,6,1807.79,"379,60",185698.52,fecha_formato_invalido
11578,,485,22,5,12,1499.12, 77.29 ,85714.8,fecha_formato_invalido
11579,,3545,26,10,12,1.30993,306.07,,"monto_asegurado_error,fecha_formato_invalido"
11580,,1395,53,4,4,1202.13,235.70,194078.47,fecha_formato_invalido
11581,,2666,116,2,6,1148.82,80.42,107.56094,fecha_formato_invalido
11582,,490,3,4,8,100.46,7.04,5435.59,fecha_formato_invalido
11583,,1354,35,4,3,680.54,967.32,131.76928,fecha_formato_invalido
11584,,962,40,1,9,1347.67,302.07,247.25791,fecha_formato_invalido
11585,,1376,63,2,9,214.36,38.61,5198.89,fecha_formato_invalido
11586,,2159,31,3,8,-779.42,64.38,17.9698,fecha_formato_invalido
11587,,2204,18,3,1,,-,,"monto_asegurado_error,fecha_formato_invalido"
11588,,417,12,3,9,250.1,,42842.04,fecha_formato_invalido
11589,,1068,61,6,8,1175.13, 259.00 ,34754.58,fecha_formato_invalido
11590,,2997,64,2,4,795.21, 50.58 ,,"monto_asegurado_error,fecha_formato_invalido"
11591,,2146,25,6,1,103.74,22.03,7247.84,fecha_formato_invalido
11592,,480,106,15,6,97409.0,-,,"monto_asegurado_error,fecha_formato_invalido"
11593,2025-07-24,279,41,8,3,1.96918,"201,12",,monto_asegurado_error
11594,2025-10-20,597,76,4,8,1211.11, 162.78 ,,monto_asegurado_error
11595,,2048,52,2,10,1795.47,370.24,64375.5,fecha_formato_invalido
11596,,2803,9,2,1,532.02,40.43,56973.87,fecha_formato_invalido
11597,,2632,65,5,4,991.29, 246.43 ,20.27919,fecha_formato_invalido
11599,2025-01-25,134,27,13,6,1144.34, 248.09 ,,monto_asegurado_error
11600,,780,14,14,3,1393.46,320.85,,"monto_asegurado_error,fecha_formato_invalido"
11601,,802,55,9,3,45519.0, 98.88 ,72110.81,fecha_formato_invalido
11602,,764,47,10,8,561.03,,,"monto_asegurado_error,fecha_formato_invalido"
11604,,2383,76,12,3,, 32.20 ,19.75042,fecha_formato_invalido
11605,,800,8,7,6,33058.0,,,"monto_asegurado_error,fecha_formato_invalido"
11606,,3660,74,12,3,,,60.7026,fecha_formato_invalido
11608,,2531,8,6,9,744.58,,64348.6,fecha_formato_invalido
11609,,2038,70,6,12,1.14129, 237.15 ,182274.16,fecha_formato_invalido
11610,,2345,31,11,1,172.74,9.00,22646.49,fecha_formato_invalido
11611,,1614,32,10,3,1958.99, 322.97 ,167165.26,fecha_formato_invalido
11612,,2220,33,12,12,1.74086,321.12,43.65772,fecha_formato_invalido
11613,,1684,42,9,12,21848.0,"28,18",42168.88,fecha_formato_invalido
11614,,900,29,14,11,,,340167.27,fecha_formato_invalido
11615,,1596,77,9,8,1954.56,240.85,97.28016,fecha_formato_invalido
11616,,1746,41,12,11,1331.51,173.17,,"monto_asegurado_error,fecha_formato_invalido"
11617,,2332,39,12,11,1.70467,125.29,221.88529,fecha_formato_invalido
11618,,405,65,11,5,1229.58,215.49,135.47074,fecha_formato_invalido
11619,,2637,77,5,12,598.13,84.93,84.00446,fecha_formato_invalido
11620,,1743,35,11,3,,"29,63",,"monto_asegurado_error,fecha_formato_invalido"
11621,,2526,19,15,7,865.48,174.08,109647.3,fecha_formato_invalido
11622,,1465,31,12,12,891.14,162.50,117537.84,fecha_formato_invalido
11623,,1750,26,8,4,763.19,"63,89",,"monto_asegurado_error,fecha_formato_invalido"
11624,,2060,9,8,10,1.93477,"399,39",201104.6,fecha_formato_invalido
11625,,1534,1,13,10,35966.0,,37327.47,fecha_formato_invalido
11626,,1403,68,14,10,1.58317,,307703.92,fecha_formato_invalido
11627,,1051,3,6,5,,365.25,279799.46,fecha_formato_invalido
11628,,1650,76,11,2,80456.0, 142.08 ,97.44924,fecha_formato_invalido
11629,,2868,62,5,3,1940.65, 2189.22 ,118862.25,fecha_formato_invalido
11630,,2438,40,1,10,12542.0, 173.15 ,,"monto_asegurado_error,fecha_formato_invalido"
11632,,1191,20,6,8,,35.25,53528.89,fecha_formato_invalido
11633,,1665,18,5,4,, 117.92 ,30.61403,fecha_formato_invalido
11636,,1635,27,1,9,,158.24,,"monto_asegurado_error,fecha_formato_invalido"
11637,,2284,21,3,12,1600.42, 157.06 ,258.38075,fecha_formato_invalido
11638,,1574,37,1,7,73.74,,5674.48,fecha_formato_invalido
11639,,2159,30,13,3,,339.95,238453.83,fecha_formato_invalido
11640,,844,1,4,3,1189.39,66.95,156243.23,fecha_formato_invalido
11643,,963,61,1,5,1709.3,-,184304.18,fecha_formato_invalido
11645,,1776,99,15,1,1666.51,-,,"monto_asegurado_error,fecha_formato_invalido"
11646,,1621,72,14,1,1945.01,166.71,99.33817,fecha_formato_invalido
11647,,1454,27,13,12,1793.0,,105646.11,fecha_formato_invalido
11648,,1336,73,9,10,1124.05, 244.68 ,44.70528,fecha_formato_invalido
11649,,351,68,2,3,1.47228,95.15,,"monto_asegurado_error,fecha_formato_invalido"
11650,,1018,18,14,2,,"24,60",12118.94,fecha_formato_invalido
11651,2025-07-08,787,59,11,8,,129.86,,monto_asegurado_error
11652,,2041,56,2,7,684.47,"134,88",96850.16,fecha_formato_invalido
11653,,716,13,9,7,,,,"monto_asegurado_error,fecha_formato_invalido"
11656,,1006,62,6,6,,203.66,,"monto_asegurado_error,fecha_formato_invalido"
11657,,2452,67,6,12,1901.79, 157.16 ,,"monto_asegurado_error,fecha_formato_invalido"
11658,,1230,4,4,9,1700.04,"296,77",209812.2,fecha_formato_invalido
11659,,2947,46,9,12,,-,,"monto_asegurado_error,fecha_formato_invalido"
11661,,2498,52,11,2,1195.84, 68.14 ,109.09248,fecha_formato_invalido
11662,,2655,37,10,6,1454.26, 245.60 ,199705.85,fecha_formato_invalido
11663,,2192,37,13,6,1282.55,-,190.61085,fecha_formato_invalido
11664,,2426,69,4,11,1640.22,100.08,86270.96,fecha_formato_invalido
11665,,2028,41,3,5,1973.69,,,"monto_asegurado_error,fecha_formato_invalido"
11666,,1290,77,14,12,1.5089,"206,43",158.68563,fecha_formato_invalido
11667,,308,38,3,12,,,,"monto_asegurado_error,fecha_formato_invalido"
11668,,1376,35,1,1,218.38,46.47,23.55155,fecha_formato_invalido
11669,,694,50,15,1,1638.35,117.04,,"monto_asegurado_error,fecha_formato_invalido"
11670,,220,70,15,8,776.66,55.59,30.07268,fecha_formato_invalido
11671,,2796,35,1,9,1.76283,"303,05",322155.27,fecha_formato_invalido
11672,,2608,72,11,3,1219.6,"229,24",153.1899,fecha_formato_invalido
11673,,1688,28,10,12,1412.34,"178,66",203526.46,fecha_formato_invalido
11674,,1635,14,1,9,,238.22,180.5518,fecha_formato_invalido
11675,2025-04-19,1042,14,8,1,, 164.75 ,,monto_asegurado_error
11676,,2002,36,7,6,1267.1, 303.37 ,142.89983,fecha_formato_invalido
11677,,484,61,4,2,96813.0,,,"monto_asegurado_error,fecha_formato_invalido"
11678,,185,16,5,10,1430.58,163.83,121.0385,fecha_formato_invalido
11679,,474,42,12,5,320.18,76.89,62310.74,fecha_formato_invalido
11680,,2743,73,9,5,38732.0,40.16,35899.0,fecha_formato_invalido
11681,,251,4,14,2,760.89,106.41,,"monto_asegurado_error,fecha_formato_invalido"
11682,,2595,6,15,2,843.33,"194,27",27.37341,fecha_formato_invalido
11683,,609,79,5,1,35919.0,-,29433.39,fecha_formato_invalido
11684,,2646,67,13,3,770.48, 107.43 ,,"monto_asegurado_error,fecha_formato_invalido"
11685,,2053,63,13,9,, 359.84 ,149139.75,fecha_formato_invalido
11686,,749,60,3,8,,157.89,63568.91,fecha_formato_invalido
11687,,644,41,12,12,,,50138.0,fecha_formato_invalido
11688,,789,32,8,5,22682.0,47.39,13112.75,fecha_formato_invalido
11689,,251,32,11,3,,-,15.96402,fecha_formato_invalido
11690,,759,79,4,7,500.74,,67125.43,fecha_formato_invalido
11691,,1654,76,6,6,1694.13,,,"monto_asegurado_error,fecha_formato_invalido"
11692,,2216,80,11,4,418.65,,45524.38,fecha_formato_invalido
11693,,1038,45,7,9,1354.53,,36.11014,fecha_formato_invalido
11694,,1316,55,8,4,1707.12, 354.62 ,113.62014,fecha_formato_invalido
11695,,2005,28,6,11,1324.91, 244.26 ,74477.56,fecha_formato_invalido
11697,,610,29,10,5,964.34,51.60,119109.51,fecha_formato_invalido
11699,,927,45,9,11,1342.81,"208,93",,"monto_asegurado_error,fecha_formato_invalido"
11700,,2235,7,7,9,,"419,39",,"monto_asegurado_error,fecha_formato_invalido"
11701,,1192,20,1,2,1249.82,179.12,160.36852,fecha_formato_invalido
11703,,1579,119,3,12,1.44706,333.97,,"monto_asegurado_error,fecha_formato_invalido"
11704,,2470,18,2,11,,"96,87",12894.73,fecha_formato_invalido
11705,,2844,4,4,10,1722.12,241.44,252299.8,fecha_formato_invalido
11706,,57,47,5,11,1760.36, 228.36 ,,"monto_asegurado_error,fecha_formato_invalido"
11707,,2814,14,15,10,1685.51,-,143992.28,fecha_formato_invalido
11708,,280,71,11,5,1982.8,"468,03",156525.43,fecha_formato_invalido
11709,,1042,53,2,10,, 306.14 ,89.67159,fecha_formato_invalido
11710,,865,42,9,2,1511.4,2442.93,92.60427,fecha_formato_invalido
11712,,2674,7,10,4,,267.37,,"monto_asegurado_error,fecha_formato_invalido"
11713,,509,42,2,6,1369.06,,,"monto_asegurado_error,fecha_formato_invalido"
11714,,2221,47,8,4,568.7,109.87,94383.12,fecha_formato_invalido
11715,2025-09-03,2669,32,14,9,1622.58,-,,monto_asegurado_error
11716,,1465,23,1,4,,"94,58",209181.81,fecha_formato_invalido
11717,,1878,60,5,2,95547.0,"118,41",175609.16,fecha_formato_invalido
11718,,304,21,1,11,100.83,"6,17",3803.9,fecha_formato_invalido
11719,,1832,2,10,3,457.74,"59,41",,"monto_asegurado_error,fecha_formato_invalido"
11721,,1743,14,10,6,99.87,"23,37",10595.73,fecha_formato_invalido
11722,,10,9,10,1,83390.0,165.16,153334.26,fecha_formato_invalido
11723,,1123,64,12,6,1998.35,,154.13142,fecha_formato_invalido
11724,,273,34,6,4,1088.78,133.96,,"monto_asegurado_error,fecha_formato_invalido"
11725,,469,28,14,9,1629.6,213.30,279256.35,fecha_formato_invalido
11726,,2158,74,3,2,1544.18,339.51,267078.02,fecha_formato_invalido
11727,,692,21,10,7,1387.72,82.51,118929.29,fecha_formato_invalido
11728,,444,60,10,8,, 86.71 ,21083.55,fecha_formato_invalido
11729,,211,23,1,8,1382.42,,212173.86,fecha_formato_invalido
11731,,14,7,14,12,, 117.88 ,42369.02,fecha_formato_invalido
11732,,2894,62,2,10,780.0,87.17,95264.83,fecha_formato_invalido
11733,,2493,10,13,8,608.74,117.33,,"monto_asegurado_error,fecha_formato_invalido"
11735,,592,28,2,12,1178.54,241.74,88099.12,fecha_formato_invalido
11736,,1725,17,9,11,1.66011,389.75,252601.67,fecha_formato_invalido
11737,,2122,16,7,8,1.16674,83.10,74097.53,fecha_formato_invalido
11738,,2805,4,11,2,718.92,127.94,,"monto_asegurado_error,fecha_formato_invalido"
11739,,476,42,10,7,777.54,141.86,71592.35,fecha_formato_invalido
11740,,1377,59,5,12,1449.18, 190.32 ,78485.86,fecha_formato_invalido
11741,,477,37,8,11,,,,"monto_asegurado_error,fecha_formato_invalido"
11743,,463,7,3,4,1898.18, 387.98 ,180614.92,fecha_formato_invalido
11744,,383,53,6,4,1330.75,92.30,210.94901,fecha_formato_invalido
11745,,1977,55,2,12,, 225.63 ,54179.29,fecha_formato_invalido
11746,,866,24,11,1,1021.58,94.74,182032.41,fecha_formato_invalido
11747,,705,42,5,1,1133.38,,193899.99,fecha_formato_invalido
11748,,847,47,12,6,, 17.29 ,13.86763,fecha_formato_invalido
11749,,2475,3,3,6,1945.04,-,111.86478,fecha_formato_invalido
11750,,712,32,3,11,141.2,-,13.03867,fecha_formato_invalido
11751,2025-08-24,2100,39,13,7,1802.86,,,monto_asegurado_error
11752,,2044,64,8,8,743.99,92.43,101.76727,fecha_formato_invalido
11753,,2713,41,7,9,1.17231,176.14,66566.86,fecha_formato_invalido
11754,,2808,34,9,10,686.92, 57.63 ,25.24804,fecha_formato_invalido
11755,,1675,80,7,11,1167.32,,30624.21,fecha_formato_invalido
11756,,231,71,7,10,1161.47,258.36,132108.28,fecha_formato_invalido
11757,,1713,51,15,4,, 42.62 ,36872.06,fecha_formato_invalido
11758,,46,20,13,4,851.03,93.10,52974.74,fecha_formato_invalido
11759,,3600,23,1,4,,182.16,129842.64,fecha_formato_invalido
11760,,2790,33,15,6,1795.54,,354653.3,fecha_formato_invalido
11761,,1244,62,15,10,1.91709,-,180698.41,fecha_formato_invalido
11762,,2750,12,13,5,1.4617,79.91,,"monto_asegurado_error,fecha_formato_invalido"
11763,,1283,10,15,5,1276.78,193.22,27.39182,fecha_formato_invalido
11764,,2184,24,7,3,409.98,,,"monto_asegurado_error,fecha_formato_invalido"
11765,,555,69,7,4,,84.51,160177.75,fecha_formato_invalido
11766,2026-01-27,182,42,10,8,449.75,-,,monto_asegurado_error
11768,2025-01-03,246,10,6,4,53140.0, 131.09 ,,monto_asegurado_error
11769,,191,62,8,6,720.17, 109.87 ,45557.69,fecha_formato_invalido
11772,,354,35,8,8,40919.0,-,13919.57,fecha_formato_invalido
11773,,1896,61,5,2,860.31,102.29,29.18632,fecha_formato_invalido
11775,,335,72,14,4,,-,9.18247,fecha_formato_invalido
11777,,589,64,5,8,1.38861,,197355.14,fecha_formato_invalido
11778,,1178,25,13,12,,,154384.63,fecha_formato_invalido
11779,,705,34,3,3,5285.0,69.82,1140.29,fecha_formato_invalido
11780,,1772,10,13,3,1151.7,137.70,,"monto_asegurado_error,fecha_formato_invalido"
11781,,704,6,12,9,163.45, 14.53 ,,"monto_asegurado_error,fecha_formato_invalido"
11782,,196,63,4,7,, 358.71 ,174379.39,fecha_formato_invalido
11783,,1033,51,4,6,,31.75,,"monto_asegurado_error,fecha_formato_invalido"
11785,,2257,52,5,9,,73.00,75843.86,fecha_formato_invalido
11786,,704,80,8,4,534.07,68.43,58949.65,fecha_formato_invalido
11789,,2661,35,4,4,144.6,18.07,9637.26,fecha_formato_invalido
11791,,2050,41,6,4,1.24659,100.52,56220.06,fecha_formato_invalido
11792,,2134,5,6,6,499.92, 55.76 ,97508.94,fecha_formato_invalido
11794,,2880,72,9,7,1152.93, 127.35 ,37348.98,fecha_formato_invalido
11795,,2773,39,15,6,650.55,49.14,35937.51,fecha_formato_invalido
11796,,706,56,6,9,10021.0,17.64,5744.79,fecha_formato_invalido
11798,2025-05-04,866,1,12,9,1982.38,"439,07",,monto_asegurado_error
11799,,629,53,2,6,1556.17,"254,12",,"monto_asegurado_error,fecha_formato_invalido"
11800,,3763,40,15,11,171.34, 15.47 ,12525.7,fecha_formato_invalido
11801,,1228,54,12,2,,"124,97",210.99292,fecha_formato_invalido
11802,,814,43,14,12,1427.93,,88022.05,fecha_formato_invalido
11803,,2887,32,4,10,, 129.06 ,120026.72,fecha_formato_invalido
11804,2025-11-01,2849,10,3,4,1969.01, 322.80 ,,monto_asegurado_error
11805,,2125,56,5,6,1656.76, 407.31 ,238011.05,fecha_formato_invalido
11806,,3860,67,3,12,,127.12,189930.71,fecha_formato_invalido
11807,,1368,4,11,8,1.65269,"139,80",48150.1,fecha_formato_invalido
11808,,1441,12,12,11,1.83015,,,"monto_asegurado_error,fecha_formato_invalido"
11809,,2118,19,14,7,1643.22,"274,38",238441.52,fecha_formato_invalido
11810,,18,19,8,5,1.98107,"161,25",347848.25,fecha_formato_invalido
11811,,2572,38,4,9,63829.0,,79658.47,fecha_formato_invalido
11812,,2828,57,15,6,1.47453, 350.06 ,210788.97,fecha_formato_invalido
11813,,876,79,5,5,1.91373,103.75,225617.32,fecha_formato_invalido
11814,,1402,22,13,2,63084.0,-,31972.84,fecha_formato_invalido
11815,,1119,11,12,5,1357.48,,89.96718,fecha_formato_invalido
11816,,1903,3,7,3,1291.03, 300.22 ,,"monto_asegurado_error,fecha_formato_invalido"
11818,,2734,31,14,3,1773.6,176.82,249.05855,fecha_formato_invalido
11819,,627,70,4,10,298.47,"35,70",31931.98,fecha_formato_invalido
11820,,14,1,6,2,690.12, 61.31 ,15176.3,fecha_formato_invalido
11821,,1046,2,11,9,315.99,,10.27404,fecha_formato_invalido
11822,,2377,43,4,7,1559.88, 87.79 ,204824.67,fecha_formato_invalido
11823,,2455,59,15,11,1446.54,,230401.49,fecha_formato_invalido
11824,,718,71,4,6,, 190.82 ,105343.26,fecha_formato_invalido
11825,,1403,53,14,4,1652.89,-,160.96391,fecha_formato_invalido
11826,,2179,46,1,1,1.24936,75.66,25590.18,fecha_formato_invalido
11827,,2474,52,15,1,,,173470.45,fecha_formato_invalido
11828,,611,53,5,11,1691.83,"323,98",290884.84,fecha_formato_invalido
11830,,2138,30,6,6,51.92,"11,78",,"monto_asegurado_error,fecha_formato_invalido"
11831,,256,66,13,1,136.05, 17.74 ,,"monto_asegurado_error,fecha_formato_invalido"
11832,,1790,71,13,3,95304.0,"83,90",65544.23,fecha_formato_invalido
11833,,934,40,1,1,1268.53,,192757.49,fecha_formato_invalido
11834,,2054,57,14,11,442.83,68.82,66597.13,fecha_formato_invalido
11835,,1739,79,1,1,1683.07,"302,98",220224.1,fecha_formato_invalido
11836,,1025,58,3,7,,"203,78",228.86157,fecha_formato_invalido
11837,,1996,56,10,8,, 487.31 ,163.60304,fecha_formato_invalido
11838,,3750,77,10,8,,33.16,44111.92,fecha_formato_invalido
11839,,1703,70,12,8,1170.23,169.61,,"monto_asegurado_error,fecha_formato_invalido"
11840,,1634,31,13,2,532.25,,71629.78,fecha_formato_invalido
11841,,284,73,10,1,,76.28,,"monto_asegurado_error,fecha_formato_invalido"
11842,,1060,92,6,7,767.37, 114.69 ,97.06121,fecha_formato_invalido
11843,,1961,80,1,8,,,162761.83,fecha_formato_invalido
11845,,1188,74,5,8,539.33,,83289.84,fecha_formato_invalido
11847,,1236,94,13,7,1757.14,213.29,238351.45,fecha_formato_invalido
11848,,669,8,9,3,1246.2, 138.30 ,176720.31,fecha_formato_invalido
11849,,2530,76,6,10,1840.34,104.00,122.69733,fecha_formato_invalido
11850,,1051,67,9,11,,345.51,,"monto_asegurado_error,fecha_formato_invalido"
11852,,981,24,3,5,,158.86,13.80742,fecha_formato_invalido
11855,,2755,54,6,2,62305.0,71.01,,"monto_asegurado_error,fecha_formato_invalido"
11859,,298,73,13,1,1.9521, 294.50 ,330622.31,fecha_formato_invalido
11860,,1689,64,9,5,1.33097,74.76,169267.92,fecha_formato_invalido
11861,,2903,18,5,11,1855.94,"117,66",228997.52,fecha_formato_invalido
11862,,1158,1,3,9,1631.63,"83,75",208047.28,fecha_formato_invalido
11863,,859,61,9,7,,"116,57",,"monto_asegurado_error,fecha_formato_invalido"
11864,,316,48,3,3,113.3,,,"monto_asegurado_error,fecha_formato_invalido"
11865,,1291,5,7,11,1.08786,208.32,99.83346,fecha_formato_invalido
11867,,1832,25,3,10,, 143.82 ,58.94208,fecha_formato_invalido
11868,,782,9,9,1,1881.91, 135.47 ,316613.9,fecha_formato_invalido
11869,,409,2,9,12,1.5586,371.10,47.38954,fecha_formato_invalido
11871,,1001,12,4,2,1155.36, 205.50 ,152229.69,fecha_formato_invalido
11872,,2786,26,14,8,, 173.81 ,143347.37,fecha_formato_invalido
11873,,1519,80,9,8,1.09161,"121,27",211142.02,fecha_formato_invalido
11874,,2155,38,2,6,96102.0,163.13,101681.29,fecha_formato_invalido
11875,,2112,43,1,7,1059.14,248.21,106550.51,fecha_formato_invalido
11876,,632,35,1,11,1.67976, 201.07 ,302444.26,fecha_formato_invalido
11877,,2854,70,6,6,1.1537,,218.92454,fecha_formato_invalido
11878,,1951,18,4,4,1584.27,"160,00",307.79146,fecha_formato_invalido
11879,,756,38,14,4,1606.61,,162140.82,fecha_formato_invalido
11883,,1738,38,7,8,32033.0,17.27,15062.05,fecha_formato_invalido
11885,,1445,39,12,8,510.86,,55897.44,fecha_formato_invalido
11886,,2951,76,11,1,,239.42,219242.14,fecha_formato_invalido
11887,,3844,80,13,5,382.73, 46.22 ,48048.64,fecha_formato_invalido
11888,,2563,41,14,3,1.52332, 189.32 ,230.46102,fecha_formato_invalido
11889,,2535,27,10,11,1.18216, 141.01 ,206501.31,fecha_formato_invalido
11890,,1210,10,10,10,401.48,,75075.85,fecha_formato_invalido
11891,,1004,29,6,1,,147.97,81311.58,fecha_formato_invalido
11892,,1576,44,8,7,1.23382,"284,16",230794.57,fecha_formato_invalido
11893,,1706,17,15,8,1548.17,284.50,173732.37,fecha_formato_invalido
11894,,1512,34,12,10,1.68805,392.43,86016.83,fecha_formato_invalido
11895,,2260,72,8,6,1805.1,413.64,93988.4,fecha_formato_invalido
11896,,2251,10,14,5,1493.13,286.10,135377.55,fecha_formato_invalido
11897,,1272,55,5,7,1405.08,"74,96",99.90019,fecha_formato_invalido
11898,,1064,73,2,2,1.47178,"2.531,30",67594.89,fecha_formato_invalido
11899,,2097,62,13,3,, 349.66 ,235538.93,fecha_formato_invalido
11900,,438,33,14,12,612.13,120.55,113.32781,fecha_formato_invalido
11901,,131,63,7,1,,"342,46",163.76741,fecha_formato_invalido
11902,,1621,53,13,10,1938.81,472.11,,"monto_asegurado_error,fecha_formato_invalido"
11905,,2950,37,8,4,,-,7641.93,fecha_formato_invalido
11906,,1847,54,1,6,1254.44,,126532.28,fecha_formato_invalido
11907,,1806,10,2,5,1369.19,333.73,176081.68,fecha_formato_invalido
11908,,1369,70,10,12,659.05, 37.46 ,31818.26,fecha_formato_invalido
11909,,2718,78,14,5,1846.97,-,,"monto_asegurado_error,fecha_formato_invalido"
11910,,1891,40,15,1,800.56,"45,91",143495.56,fecha_formato_invalido
11911,,2972,8,12,11,1.28446,,83819.72,fecha_formato_invalido
11912,,883,34,6,11,1.55007,,57302.51,fecha_formato_invalido
11913,,426,2,5,2,6854.0,13.90,8653.24,fecha_formato_invalido
11914,,952,66,2,1,760.3,187.71,35118.36,fecha_formato_invalido
11915,,2034,9,9,2,78.34,,15276.09,fecha_formato_invalido
11916,,191,18,3,4,1.03853, 214.09 ,125351.54,fecha_formato_invalido
11917,,536,33,2,12,72832.0, 126.11 ,31738.77,fecha_formato_invalido
11919,,2496,43,6,9,, 72.96 ,,"monto_asegurado_error,fecha_formato_invalido"
11920,,2236,9,11,2,157.63,19.26,3.51679,fecha_formato_invalido
11921,,1841,63,13,9,1.31142,320.78,,"monto_asegurado_error,fecha_formato_invalido"
11923,,747,46,12,3,1499.86,112.81,209057.07,fecha_formato_invalido
11924,,367,71,6,11,,"53,33",7809.43,fecha_formato_invalido
11925,,2812,65,4,10,1.87858,"254,47",204068.1,fecha_formato_invalido
11926,,537,29,5,7,656.95,138.13,128441.66,fecha_formato_invalido
11927,,2848,55,14,12,973.33,134.77,184143.81,fecha_formato_invalido
