id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado
12701,2025-04-28,1540,12,13,11,83.3, 18.41 ,4165.15
12705,2025-02-28,355,1,1,7,1550.69,,49648.11
12708,2025-01-28,2737,24,6,6,583.75,-,42583.23
12731,2025-10-01,1816,60,6,1,1814.21,"364,15",295.38682
12733,2025-05-10,316,40,12,9,, 71.03 ,47418.59
12740,2025-08-30,1295,68,10,6,1308.74,81.58,200925.19
12742,2025-06-01,883,66,7,6,1.5756,215.36,272.03398
12744,2025-07-28,554,66,7,8,1989.87,"245,60",108904.41
12753,2025-05-02,1031,47,3,11,603.56,-,38850.95
12755,2025-03-27,2358,37,7,3,0.0,"263,68",179396.06
12760,2025-03-19,1222,53,11,5,1631.78,338.55,89184.29
12768,2025-06-17,2409,27,3,7,, 146.78 ,142551.32
12774,2026-01-03,40,17,11,7,1980.73,375.54,358841.95
12776,2025-07-30,169,11,13,2,1097.88,175.69,208277.25
12777,2025-09-23,2553,79,7,11,911.55,1314.06,95529.8
12782,2025-11-11,2711,80,3,9,1934.27,"436,77",356505.77
12798,2025-10-09,1271,35,11,3,, 281.55 ,168341.98
12801,2026-01-04,2566,74,5,4,1084.44, 216.69 ,72.95242
12816,2025-02-06,1745,56,9,7,1549.3,"298,72",236869.56
12817,2025-09-10,279,68,10,4,1254.84,"263,06",167378.97
12819,2025-09-14,440,56,12,7,1571.49,238.67,133278.3
12865,2025-06-01,932,31,5,9,334.52,"60,54",7656.32
12876,2025-09-24,142,3,5,11,526.32,58.74,16264.68
12878,2025-10-20,832,76,14,10,1019.22,120.55,47.02962
12879,2026-02-10,1724,79,12,1,,"115,92",97.89336
12895,2025-02-07,2830,61,8,9,1851.04,227.84,82472.4
12898,2025-11-10,2057,14,6,2,524.29, 51.26 ,31147.54
12910,2025-08-01,1056,76,1,2,75450.0,79.36,67.34525
12913,2026-02-19,2919,21,10,1,1612.42,,216668.48
12916,2025-07-09,1840,28,2,7,1023.26,194.52,45813.93
12918,2025-03-15,746,35,9,8,130.97,6.97,22999.74
12919,2025-09-30,1534,18,11,4,,208.95,140457.34
12930,2026-01-22,2616,2,13,6,724.31,,60388.18
12950,2025-07-10,2256,25,9,12,1556.46,"101,47",111860.38
12962,2025-05-24,1193,55,11,9,,"125,28",91690.18
12967,2026-02-08,2538,21,7,7,114.23,24.55,19950.47
12968,2025-08-14,233,13,2,6,1586.96,169.95,289549.45
12988,2026-02-12,2178,9,13,2,1407.65,,162952.85
12998,2025-09-20,1483,20,13,7,1096.09, 263.83 ,23442.13
13013,2025-07-17,2730,17,9,3,,-,45010.89
13021,2025-09-22,1247,64,12,2,962.24,"95,14",183021.88
13022,2025-08-10,2272,65,6,11,602.79,108.41,22837.84
13024,2025-09-25,221,1,4,1,,14.70,6.79692
13046,2025-12-02,1722,12,7,4,63815.0,"1.124,02",45109.78
13053,2025-08-15,953,15,11,11,,"98,03",213040.86
13068,2025-10-28,2402,49,12,10,166.63,40.98,7853.6
13075,2025-12-29,1830,65,1,10,1641.61, 99.90 ,168.04167
13077,2025-08-08,1916,29,9,1,662.04,155.60,54804.35
13084,2025-01-30,1597,26,10,2,1311.97,,81938.89
13101,2025-05-22,1812,51,6,1,1.14406,"191,18",204623.21
13119,2026-01-08,457,54,11,6,1.70847, 134.31 ,273406.36
13120,2025-12-18,1703,55,14,6,1801.31,205.16,241.11425
13142,2025-10-02,781,41,13,6,166.91,27.74,31.91531
13143,2025-11-17,1625,43,4,7,1553.76,"233,46",129132.6
13146,2025-06-16,2423,49,3,10,,189.23,218030.36
13149,2026-01-21,1023,24,11,5,1423.2,,163669.08
13158,2025-06-27,2980,35,15,5,,"6,52",2075.18
13168,2025-01-19,3845,40,9,11,1074.02,71.39,138896.56
13180,2025-06-19,2218,6,4,12,1588.49,354.55,227323.13
13194,2025-06-23,2235,72,15,12,1974.07,236.06,281835.17
13203,2025-09-03,2316,35,12,2,243.83,60.63,46301.33
13205,2025-05-08,527,18,4,4,800.69,,148303.04
13207,2025-10-07,151,20,8,5,789.6,"47,29",154.80775
13218,2026-01-22,2137,62,13,12,,,120066.16
13232,2025-04-11,1661,27,6,10,51.46,6.76,5.64037
13249,2025-07-04,2537,34,12,3,,,23730.23
13250,2025-01-28,2686,80,13,3,, 39.08 ,14.68427
13253,2025-10-20,586,37,15,3,1812.77,-,209920.89
13256,2025-09-08,2551,79,14,7,,104.98,101422.29
13282,2025-09-09,1250,66,1,4,,"265,67",96888.24
13285,2026-01-11,2827,60,13,8,281.27,55.84,7047.58
13292,2025-03-18,2236,61,9,2,754.92,120.70,17740.02
13295,2025-12-06,494,42,1,10,737.09,53.56,23526.02
13301,2025-08-29,2697,79,7,8,831.44,,57078.28
13303,2025-04-22,2567,44,13,4,1268.64, 105.49 ,124915.39
13312,2025-10-30,2980,75,13,5,122.72,"18,99",7.60054
13314,2025-04-19,203,49,12,6,, 197.28 ,124.96586
13315,2025-07-15,1241,43,2,10,1715.08,110.01,200188.02
13317,2025-07-07,1303,68,7,4,,116.33,105.00718
13325,2025-05-06,2932,65,8,10,1854.51, 216.01 ,334597.01
13339,2025-04-30,1283,38,10,1,736.88, 70.59 ,66050.82
13340,2025-02-20,662,34,8,7,578.13,"102,90",19653.78
13353,2025-01-08,2,38,15,9,1717.45,"320,65",252.05315
13354,2025-03-09,2350,14,11,6,1.04475,"162,23",186767.51
13357,2025-02-16,2046,29,11,11,, 232.88 ,300.39549
13379,2025-02-11,1797,53,15,9,1474.39, 367.77 ,184128.61
13381,2025-02-13,1065,20,12,8,1098.72,,88479.84
13388,2025-06-14,340,64,7,7,456.75,-,23701.81
13394,2025-07-01,2520,78,1,4,1001.84,1221.87,35647.32
13402,2025-09-11,1865,1,6,9,402.1,-,10411.6
13406,2025-10-12,1511,1,5,10,1953.68,"472,13",382181.99
13408,2025-09-18,1264,57,14,9,, 254.61 ,60622.97
13413,2025-03-18,1865,5,7,4,46527.0,-,92474.59
13415,2025-09-16,918,48,11,3,235.1,"51,44",25.00374
13418,2025-04-25,961,6,7,8,1323.17,,149.46387
13446,2025-10-05,2977,7,13,6,985.26,70.30,112.49738
13458,2025-11-04,2637,68,10,5,1398.8,,59869.38
13460,2025-02-11,2643,37,3,12,,,74897.33
13466,2025-11-13,1084,48,8,1,1.07491,214.45,84.01105
13476,2025-12-05,2442,3,12,9,1.6557,367.52,159849.62
13480,2025-01-21,483,42,3,7,922.3,,73284.69
13485,2026-02-12,1532,27,10,11,,277.72,244188.75
13489,2025-06-16,236,37,11,11,1295.38, 84.35 ,56851.39
13491,2025-07-06,698,30,7,9,920.65,"185,09",85.86086
13510,2025-06-14,2377,75,1,5,761.56,-,72630.69
13511,2025-04-14,1394,37,5,9,1632.07,,305982.29
13515,2025-02-09,1690,40,15,11,521.36,124.40,14.58929
13521,2025-03-13,1682,54,12,8,1847.99,440.62,293343.81
13531,2026-01-31,3773,11,2,1,1802.41,-,161990.33
13537,2026-02-18,1921,63,10,11,1.88804,,161.52278
13544,2025-02-12,1575,75,4,1,809.43, 62.64 ,72.16087
13546,2026-01-19,2709,44,14,10,14341.0,23.14,16234.36
13557,2025-09-30,1193,10,1,2,49335.0,49.77,48598.7
13561,2026-01-02,1244,45,5,1,148.24,-,13617.34
13575,2025-07-01,1670,51,9,2,716.82,,135.98441
13582,2025-06-05,486,3,3,12,353.43, 36.04 ,11.80421
13586,2025-01-07,1842,22,4,11,1147.17,"142,65",114362.19
13588,2025-03-17,1800,73,8,12,, 299.06 ,174735.56
13590,2025-05-01,532,35,10,11,785.25,"70,55",145942.21
13591,2025-08-02,2748,6,13,6,1340.71,151.02,175562.82
13598,2025-05-29,2697,62,3,3,1360.82,"179,92",72822.02
13604,2025-05-14,1550,53,11,3,1322.22,281.98,37174.0
13607,2025-07-23,1774,62,7,2,,48.52,10902.75
13618,2025-12-17,451,78,8,10,1068.25,"177,45",150735.85
13620,2025-07-14,2402,59,11,2,1.04038,,176.99639
13621,2026-02-14,2292,7,12,4,1290.77,170.43,82476.14
13625,2025-10-04,742,41,1,2,1346.26,,259127.91
13627,2026-02-19,2323,42,10,8,567.18, 65.87 ,108.40921
13630,2025-11-18,2819,39,12,8,830.43,"207,14",60105.99
13633,2025-07-08,3577,74,14,1,18969.0,"37,09",9549.89
13634,2025-01-28,1250,18,13,7,279.83, 29.44 ,34972.01
13648,2025-01-06,2204,9,10,1,,"195,35",34444.27
13652,2025-07-19,904,12,1,10,1159.93,,170672.52
13653,2025-01-22,1581,17,8,7,,22.69,7512.63
13657,2026-01-30,392,55,6,8,552.29, 64.93 ,69.40473
13663,2025-08-08,527,16,3,9,,235.41,113803.78
13669,2025-03-19,1083,58,8,2,1.28925,199.86,236429.21
13671,2025-10-24,970,11,8,5,350.87,"59,39",27971.61
13673,2025-11-26,192,79,14,4,1262.78,"266,84",204.39885
13681,2025-05-19,2351,74,8,9,,,24.63508
13692,2025-01-09,351,60,11,10,324.38,"35,88",55339.94
13693,2025-05-25,1631,31,15,3,,,55507.22
13713,2025-12-01,2927,18,10,10,,"370,91",76727.39
13719,2025-11-17,1932,55,5,3,1057.44, 79.36 ,86458.1
13723,2025-09-06,187,39,10,4,47849.0,"96,15",50974.6
13725,2025-09-12,365,13,5,6,54.58, 12.20 ,6.51759
13736,2025-10-16,1683,35,12,12,497.97,37.77,23193.65
13739,2025-07-21,747,41,12,9,,,19.70404
13747,2025-12-09,1632,69,3,5,363.41,34.39,39461.78
13748,2025-09-13,1902,39,5,3,1.62183,-,62.35254
13757,2025-03-27,1582,4,1,5,68970.0, 44.95 ,115987.9
13763,2025-03-29,814,32,11,5,1117.99,,69714.84
13767,2025-10-02,1232,77,10,2,,,151724.93
13772,2025-12-20,1199,78,15,11,1962.36, 296.53 ,121148.9
13777,2025-11-17,550,15,2,1,1984.72,"432,62",98997.52
13778,2025-01-04,1822,19,6,9,80043.0,-,138935.13
13779,2025-07-11,1103,75,5,7,96017.0,156.63,54159.91
13786,2025-07-10,2511,35,13,4,1496.66, 88.55 ,283853.59
13787,2025-03-01,953,63,13,11,1853.66,"346,49",363314.78
13790,2025-11-04,2030,11,6,12,93292.0,"48,72",115918.24
13791,2025-04-23,1313,17,15,8,462.11,"46,32",81245.38
13793,2025-08-10,1744,68,5,11,75653.0, 112.78 ,114656.29
13800,2025-05-10,2528,44,12,7,,"112,95",214001.1
13805,2025-04-29,1248,15,12,8,,"105,57",252602.0
13808,2025-07-23,1569,25,10,3,967.65, 164.25 ,41.071
13810,2025-09-23,1486,31,1,6,1102.44,-,154511.58
13811,2025-05-25,3789,12,6,7,1.3344,225.65,42034.53
13812,2025-08-29,2806,18,7,3,1622.39, 241.25 ,155664.99
13815,2025-07-17,602,24,5,8,1175.3,80.16,82.9749
13822,2025-09-08,666,46,15,2,1266.16,121.65,75402.0
13834,2025-11-29,1805,33,4,8,850.58,,58195.72
13837,2025-06-25,2573,58,10,2,707.29, 40.05 ,62875.4
13839,2025-01-20,2206,22,5,11,856.25,,37452.54
13859,2025-10-14,1955,24,1,7,875.01,77.17,29.33603
13862,2025-12-25,2735,27,1,11,, 78.09 ,29611.48
13864,2025-09-11,2746,51,6,12,1419.97, 321.52 ,270679.31
13868,2025-12-16,557,12,1,4,1438.13,,42.88566
13870,2025-05-08,461,68,4,12,1042.6,200.66,140200.47
13871,2025-04-16,2621,78,2,6,1510.79, 260.11 ,69774.17
13880,2025-09-22,167,9,4,5,,96.00,214133.46
13899,2025-02-15,1367,59,3,12,343.0,38.36,62.60212
13903,2025-06-23,436,43,1,11,1.7666,"153,83",81.7414
13916,2025-05-24,572,20,8,8,1819.87, 397.84 ,302.90193
13920,2025-03-08,613,33,2,12,1.22754,105.27,104148.82
13932,2025-08-06,2152,2,15,11,22593.0,52.49,4.87362
13933,2025-06-20,1757,49,13,4,1375.94,-,52.87903
13937,2025-10-04,1670,42,7,12,,,99.41644
13944,2026-02-11,1957,41,5,2,1552.46,"177,12",296.51144
13950,2025-04-12,2988,6,5,7,,45.41,9751.19
13962,2026-01-16,2861,46,9,1,1.85715,134.58,242586.91
13976,2025-05-13,2625,48,13,6,1667.99,,51.34733
13978,2025-05-10,2966,33,3,4,,473.42,131451.55
13979,2025-07-05,1106,56,4,3,1214.1, 181.11 ,60543.66
13985,2026-01-01,2199,74,8,7,764.32,166.45,138418.48
13986,2025-12-23,1103,52,2,5,,,12068.94
13988,2025-04-05,2425,26,11,2,1781.23, 115.91 ,355581.15
13991,2025-08-24,2368,70,2,1,1261.28,,113175.82
13992,2026-01-21,2833,28,8,5,1570.3,298.67,243.84998
14011,2025-05-03,1736,49,3,5,54842.0, 136.59 ,48250.43
14021,2025-02-24,455,35,2,7,,62.76,15096.84
14033,2025-01-03,691,58,9,5,62809.0,151.38,65087.03
14046,2025-01-01,1268,72,12,10,22284.0,,17156.05
14063,2026-02-18,771,68,4,5,1122.64,,107.74796
14065,2025-02-19,784,48,9,2,889.66,"106,12",149.21774
14067,2025-07-13,2018,74,11,2,668.68,149.82,99852.8
14068,2025-05-19,1830,5,14,3,,"16,03",27181.39
14082,2025-04-04,289,52,8,11,368.35,"22,51",47.9796
14091,2025-04-07,19,25,12,2,626.69, 62.74 ,33762.26
14093,2025-04-23,352,67,10,12,1317.2,210.87,68.34207
14095,2025-03-18,485,19,5,9,642.43,"104,00",65755.35
14098,2025-02-06,1466,4,11,3,1347.31,"105,94",184949.42
14100,2026-01-18,928,9,2,11,,117.47,29009.4
14103,2025-03-22,1364,60,15,8,,,65662.3
14106,2025-11-23,3691,28,5,12,1.12554,,35336.8
14117,2026-01-27,1116,6,9,3,209.83,"43,33",8789.07
14119,2025-11-10,774,55,9,10,1.75388,-,204.68709
14126,2025-04-27,2543,47,13,12,260.65,-,17455.95
14131,2025-12-19,305,68,9,8,15010.0,26.65,24558.74
14132,2025-09-07,469,12,12,4,1349.46,-,83.27726
14136,2025-07-16,1663,103,1,8,1178.71, 234.30 ,103759.67
14138,2025-03-15,2858,24,4,11,1457.51,"111,48",156.89037
14147,2026-02-12,2149,56,7,4,179.4,,34453.21
14153,2025-06-10,959,22,13,6,,"23,12",16631.91
14156,2025-09-25,747,45,9,11,1692.5,209.59,167467.35
14161,2025-01-28,3650,48,9,2,1895.49,"347,24",137162.35
14183,2025-04-19,2801,43,11,8,1172.16,"132,30",176843.09
14188,2025-03-21,1541,8,4,4,1928.9,,268948.7
14193,2025-09-20,1081,37,3,4,,,282415.17
14198,2025-07-25,1824,6,5,8,, 144.36 ,259.87218
14207,2025-09-22,570,8,7,11,,206.21,68726.83
14219,2025-05-06,204,3,5,11,519.67,"42,16",32955.54
14221,2026-01-16,1477,19,12,10,1.06829,147.08,184.91202
14223,2025-04-15,1527,42,5,4,159.37, 39.37 ,18292.5
14232,2025-08-09,3631,23,14,2,1221.56,215.48,158367.8
14243,2026-02-08,2917,30,13,8,1924.82,"140,22",57.56357
14244,2025-06-10,156,52,9,8,238.38,26.51,9624.12
14245,2025-05-05,422,62,15,11,1852.54,"2,381.15",303.40892
14255,2025-01-30,1895,8,7,8,702.16, 168.93 ,126262.89
14259,2025-08-23,1094,77,1,12,1865.18,-,89209.8
14260,2025-04-25,2146,5,10,11,990.42,-,186551.74
14263,2025-02-26,2778,25,3,8,56.02, 6.46 ,10941.88
14264,2025-08-18,308,54,11,9,1134.05,"121,18",171746.05
14267,2025-04-28,461,29,7,5,-358.84,"59,67",55299.15
14278,2026-02-14,185,14,3,2,1.77231,,351864.79
14295,2025-12-06,2234,79,8,12,56.21, 12.27 ,4522.22
14299,2025-01-14,1159,11,5,2,1729.4,194.74,306321.98
14304,2025-05-03,1168,77,4,12,111.6,6.64,4518.21
14317,2026-01-04,1586,17,10,11,1116.18,"93,69",198210.19
14332,2025-11-04,604,14,7,11,,,32743.7
14337,2025-12-02,2835,53,9,3,386.35,"81,89",55.44956
14349,2025-09-20,1592,21,3,8,945.75, 120.55 ,142530.85
14357,2025-04-17,2049,30,6,9,58.88,4.03,6203.62
14371,2025-08-16,1309,112,3,1,, 296.08 ,222270.08
14374,2025-02-03,1248,27,3,4,805.68,142.65,19864.45
14387,2025-08-12,1539,48,1,1,1.68922,205.64,268.16946
14388,2026-01-25,350,38,7,3,941.84,95.05,141082.36
14391,2025-09-08,180,7,9,8,418.94, 53.56 ,40432.62
14398,2025-07-19,2979,29,15,12,119.46, 21.18 ,19510.01
14405,2025-10-07,2404,78,8,11,1.675, 316.29 ,321732.17
14406,2025-02-25,1114,25,13,9,502.23,103.92,19.97013
14407,2025-07-04,148,51,9,7,642.86,108.56,90.60279
14411,2025-03-27,1881,31,11,12,54.03, 7.34 ,8.14603
14413,2025-12-06,1019,4,13,6,1.29702,245.71,184651.05
14418,2025-10-02,1893,12,1,7,,"144,85",71348.58
14427,2025-04-04,2056,78,3,5,1186.58,117.07,160964.6
14429,2025-11-14,2607,48,2,6,1946.25,97.41,95545.95
14430,2025-06-08,1850,55,9,4,69164.0, 98.99 ,116769.49
14432,2025-07-12,2765,64,13,6,1.61971,"156,08",206.42758
14433,2026-01-11,1341,68,11,4,1006.99, 215.71 ,60370.55
14449,2025-03-21,1265,20,9,8,762.13,"146,13",128352.39
14453,2025-06-11,2123,72,14,6,,113.15,12.34157
14474,2025-01-26,1658,28,1,3,,-,43643.27
14494,2025-06-14,1842,68,8,9,155.59,12.09,13442.98
14502,2026-01-14,569,17,2,4,1.16564,,107821.01
14507,2025-01-18,2247,76,4,8,432.31, 27.50 ,49482.32
14516,2025-03-02,1276,71,4,6,1385.2, 137.74 ,231040.84
14529,2025-01-07,2378,55,11,5,1725.94,233.97,242521.49
14540,2025-05-14,1001,22,7,8,1491.43, 291.54 ,196243.39
14542,2025-10-02,3573,22,15,5,268.06,24.94,31.46256
14552,2025-09-05,25,53,2,4,39635.0,38.26,60123.74
14564,2025-05-11,1169,78,10,6,1095.5, 110.41 ,79713.04
14566,2026-01-04,788,31,11,12,,,57698.61
14569,2025-02-19,1590,50,11,8,789.07,-,43406.3
14571,2025-08-28,967,37,8,11,1568.88,2819.77,120554.68
14572,2025-04-13,2391,27,8,3,,314.12,299.68307
14577,2025-07-19,85,4,15,2,,455.53,50149.56
14591,2025-10-24,1622,5,13,12,,,206869.34
14600,2025-09-15,2007,63,8,2,1333.38, 211.07 ,48.65693
14604,2025-01-24,2933,19,11,1,1822.54, 240.62 ,55134.31
14610,2025-09-21,2252,65,4,8,99877.0, 86.31 ,161.46635
14624,2025-04-12,3639,76,3,7,1.75167,"383,64",103824.13
14627,2025-04-30,1232,7,10,3,, 274.79 ,358466.65
14650,2026-01-19,1178,11,5,4,783.93,137.70,69813.18
14669,2025-10-02,2933,2,10,5,,,310566.5
14670,2026-01-01,2999,34,6,5,1921.69, 192.55 ,379298.9
14671,2025-10-10,786,4,7,4,1305.46,104.71,76547.7
14683,2025-05-27,1822,78,7,11,,20.89,40792.19
14688,2025-12-30,297,63,3,10,,,28883.81
14695,2025-10-22,2861,44,4,11,38467.0,34.25,39.95971
14708,2025-03-14,1463,1,1,8,1.92393,"447,73",108.69504
14712,2026-01-02,163,98,4,1,1354.02, 276.95 ,156602.01
14729,2025-11-11,1587,30,15,5,1097.17,"106,22",159527.81
14736,2025-03-18,3793,58,15,11,1115.8,191.20,164071.42
14739,2025-03-26,1281,78,7,2,539.91,52.55,40949.74
14741,2025-10-11,2717,42,8,6,1.19618,297.98,65.57796
14744,2025-10-10,720,10,1,8,1087.25,"168,85",153573.73
14748,2025-05-05,1276,42,11,11,408.72,-,44459.54
14755,2025-08-12,127,49,3,2,1666.96,326.09,216.21881
14759,2025-05-14,1487,29,6,2,1.52256,,113314.76
14765,2025-11-09,2384,49,12,2,710.54,104.25,55383.07
14767,2025-07-05,1692,59,13,10,, 64.92 ,101168.57
14769,2025-01-03,943,18,9,7,79.01,6.91,15406.76
14771,2025-06-10,849,76,6,7,,"213,46",363.69818
14774,2025-09-22,2848,4,12,6,,"345,41",82420.2
14776,2025-05-05,382,59,5,5,540.18,99.53,27323.89
14778,2025-09-22,2252,68,7,11,102.23, 23.15 ,7315.95
14781,2025-06-11,759,95,8,12,1752.48,135.19,151620.7
14782,2025-02-26,955,56,11,6,1780.96,,264874.79
14785,2025-11-18,1095,78,9,11,,,97160.23
14792,2025-11-26,3754,64,5,9,1469.46,,239352.11
14794,2025-03-22,722,74,7,5,,283.20,281507.45
14801,2025-08-18,2495,68,2,6,1306.08,236.51,220.01001
14812,2025-11-26,768,3,11,1,889.51,167.15,142.40784
14813,2025-08-01,2513,70,3,2,,17.90,3304.35
14824,2025-01-21,679,8,8,9,,"281,95",340294.09
14829,2025-08-22,2202,63,15,4,1225.94,,208313.96
14847,2025-09-21,1928,19,13,7,1840.11, 241.48 ,129027.84
14849,2026-01-04,1418,3,15,9,, 108.80 ,98.01188
14852,2025-08-01,2749,13,11,3,1005.96,"153,62",84006.89
14853,2025-06-01,2691,77,8,3,239.0, 38.90 ,24595.24
14857,2025-09-13,2321,67,4,1,1454.66,294.44,242183.74
14858,2025-06-28,2563,14,12,12,,57.88,94519.07
14865,2025-07-11,2392,16,14,3,256.82,14.68,43224.09
14868,2025-06-16,1039,35,1,4,95625.0, 70.97 ,153604.79
14880,2026-01-21,829,53,9,10,839.41,,42727.98
14886,2025-11-28,1054,17,11,5,1.18567, 219.66 ,185824.16
14894,2026-01-11,2189,59,4,5,1201.18,153.57,165576.01
14897,2025-05-18,1250,61,8,8,774.17, 58.66 ,113557.95
14899,2026-02-17,2219,58,1,7,,"273,91",239108.02
14907,2025-05-12,1360,1,4,12,1426.89,258.58,130023.38
14908,2025-07-31,207,78,5,6,598.43,59.93,96307.95
14913,2025-12-10,2118,68,3,12,703.92,,82821.67
14914,2025-04-08,2890,17,10,8,1943.06,,380134.53
14917,2025-03-27,1248,71,8,11,1785.72,"217,02",141714.3
14928,2025-08-28,3671,52,5,9,776.17,"91,00",30.59121
14930,2025-12-06,1152,72,4,10,1735.67,"344,78",157939.32
14933,2025-03-20,3607,76,10,8,826.71,155.93,86325.82
14942,2025-08-12,2854,24,1,2,,54.06,74068.06
14945,2025-06-28,999,61,11,7,1625.23, 177.67 ,136718.06
14946,2025-07-05,1373,17,6,3,340.91,72.26,65722.49
14957,2025-08-16,1762,44,2,4,366.55,"83,27",65825.12
14980,2025-01-31,1561,40,3,6,1606.28,91.77,146161.83
14988,2025-06-19,2432,47,6,3,189.84,"29,69",28655.03
14997,2025-11-09,517,8,15,10,1421.54,-,99619.24
15006,2025-05-17,1600,55,7,11,148.52, 28.97 ,5763.98
15012,2025-01-03,2013,45,11,4,882.48, 217.43 ,65618.97
15013,2025-12-27,715,51,12,7,1.8657,"179,97",84651.49
15021,2025-01-07,1684,7,11,11,1926.0,180.32,72183.26
15022,2025-03-06,1421,38,3,4,48320.0,"107,18",91.6651
15025,2025-12-22,701,61,10,10,1545.82,170.04,202.41048
15064,2025-06-07,1043,24,9,11,789.77,119.37,71.52597
15090,2025-11-28,1225,15,13,8,76594.0,"146,83",116248.99
15100,2026-02-11,987,63,14,4,256.5, 19.38 ,15387.73
15104,2026-01-11,3840,54,5,10,1126.68,"277,98",215453.93
15105,2025-07-24,2824,58,11,2,677.0,,93351.48
15113,2025-10-30,2652,47,4,2,1.90222,,217593.47
15116,2025-11-22,2691,46,2,7,1356.35,119.75,265609.62
15127,2025-07-07,912,36,7,11,390.66,"80,28",40236.76
15132,2025-04-07,2565,21,14,1,1924.01, 201.90 ,378.18473
15136,2025-05-10,2603,64,2,10,217.79, 31.69 ,39148.79
15140,2025-03-27,2445,80,3,4,,"226,84",232.36028
15146,2025-07-09,485,72,13,5,,52.51,120311.08
15147,2025-12-06,2036,61,5,12,57669.0,42.39,113307.26
15158,2025-10-04,1982,78,1,5,831.77,139.90,121222.55
15159,2025-04-12,1760,14,1,12,, 138.31 ,55570.88
15163,2025-10-23,2309,32,7,8,1.45793,"294,49",29481.41
15164,2025-01-23,2395,52,11,9,1224.38,116.45,162089.71
15174,2025-03-02,72,6,5,2,333.7,"33,09",46542.68
15187,2025-07-02,1402,45,7,8,1109.49,107.76,182898.59
15213,2025-04-11,1774,37,1,11,94.46,5.84,8441.88
15216,2025-05-12,1276,11,10,12,254.07,-,17.81024
15223,2025-03-09,443,45,5,9,1391.37,"110,81",137.59867
15225,2025-07-10,265,67,6,8,,139.47,32.39906
15227,2025-08-06,331,72,13,12,1641.06,241.46,322449.1
15241,2025-09-20,499,9,8,12,169.78,-,20.1285
15243,2025-08-29,2809,53,4,6,1343.99,-,177024.51
15256,2025-12-27,739,13,6,4,1698.24, 192.96 ,179602.22
15258,2025-08-08,1715,23,15,1,1.2423,286.94,167554.34
15271,2025-05-04,2105,63,7,10,,168.86,146549.61
15286,2025-01-07,506,74,4,4,1261.81,"244,28",88380.99
15305,2025-10-17,3609,15,10,4,1728.21,106.04,45099.73
15312,2026-01-26,2631,74,1,2,856.94, 145.88 ,168449.33
15328,2025-09-12,665,62,4,2,71180.0,-,140296.48
15332,2025-08-20,1239,20,15,9,1075.16,,32412.27
15334,2025-12-28,2652,62,10,11,90257.0,222.67,111.52201
15340,2025-01-10,1872,11,15,9,328.83,62.94,22561.63
15348,2025-07-08,1569,1,2,8,1088.58,184.75,119816.04
15350,2025-02-22,2948,7,5,1,639.05,147.38,64895.94
15352,2025-03-16,376,31,10,1,24437.0,36.79,13.56386
15369,2025-03-18,1358,34,7,11,,153.36,30474.5
15382,2026-02-14,27,40,8,10,691.85,87.63,40143.23
15383,2025-10-02,2828,36,1,11,1612.79,130.13,128673.75
15385,2025-09-19,208,18,13,2,87.13,,3873.27
15387,2026-01-30,1523,21,11,1,,71.23,71.4563
15395,2025-03-20,1839,69,12,2,1007.51,154.33,159296.53
15403,2025-01-24,388,77,1,8,1.85878,-,371053.76
15413,2025-03-29,2924,46,6,4,1032.66,"78,03",201027.02
15425,2026-01-23,925,58,12,9,,149.24,120061.3
15430,2025-07-06,2257,43,1,4,,60.61,107.61211
15432,2025-11-01,386,13,6,2,133.54,"16,95",21898.14
15434,2025-10-06,188,59,8,5,874.64, 193.54 ,105184.32
15437,2025-04-27,724,24,1,11,669.04,122.81,17478.73
15441,2025-08-10,2773,77,1,11,0.0,100.52,57881.76
15446,2025-09-27,2559,70,10,9,588.99,,58330.53
15451,2025-06-05,2566,42,5,12,1561.9,89.76,104177.12
15456,2025-05-13,541,66,1,6,1505.43,371.32,158233.19
15457,2025-12-08,93,10,2,4,927.1,,179188.92
15464,2025-11-27,2672,79,9,7,1.24584,"150,21",204.08023
15470,2025-04-26,2765,38,8,10,490.53,"111,36",74663.62
15471,2025-04-15,29,31,3,10,,19.74,24.78052
15474,2026-01-10,1700,58,12,4,1105.23,219.35,214566.12
15479,2025-11-18,2573,31,4,1,1.33308,"320,88",80.8148
15480,2025-11-12,1317,16,3,5,-1929.78,,211.77348
15481,2025-06-08,2130,43,10,6,1066.24,133.75,97.0121
15484,2025-10-22,138,50,11,10,1.8592,370.10,160658.03
15488,2025-11-03,147,66,9,9,197.62,"31,99",15882.58
15495,2025-03-23,2591,58,7,7,1998.43,397.87,311.31172
15498,2025-09-14,1616,5,10,8,1.84117,144.15,322176.46
15501,2026-01-18,1756,2,1,10,452.51, 82.47 ,47.03107
15514,2025-10-11,849,38,11,3,,240.68,284686.06
15518,2025-08-18,1395,5,10,2,1311.09, 209.18 ,143100.84
15543,2025-09-22,3817,75,11,3,96574.0, 128.32 ,186.65567
15544,2025-04-09,1354,9,7,12,122.74,15.46,15.57272
15566,2025-08-01,442,28,3,9,,-,90.94683
15583,2025-04-15,2691,70,12,8,1829.21,355.36,164118.27
15584,2025-08-30,1679,4,13,7,283.71,-,8.70647
15585,2025-04-03,2884,51,15,8,, 69.74 ,110194.93
